Company name,Company domain name,Website URL,Phone number,City,State/Region,Country/Region,FieldCred Tier,FieldCred Trade Category,Trade (as listed),FieldCred Fit Score,Union Signatory,Est Field Workers,Prequal Network,General Company Email,Lead Source Directory,Lead Source URL,FieldCred Notes
Danboise Mechanical Inc,danboisemechanical.com,https://www.danboisemechanical.com,(248) 471-2230,Farmington,MI,United States,B — Commercial/industrial trade,Mechanical,,59,Yes,,,,Michigan MCA member list,https://www.michiganmca.org/members,"Listed as ""Danboise Mechanical & Electrical"" in SMCNECA. Also in SMACNA Metro Detroit HVAC category. Multi-trade = higher cert load. | ENRICH 2026-07-28: Website corrected — old value (/electrical) is a 404; site is danboisemechanical.com. Homepage, /about-us and /about-us/history publish NO email addresses and no staff titles. /about-us describes Carol Danboise Gatewood and Amy Gatewood Gendjar as the current family operators (woman-owned business) but prints no formal titles, so nothing recorded. Phone 248-471-2230, 31625 Grand River Ave, Farmington MI. NO CONTACT RECORDED."
"Doublejack Electric Company, Inc.",doublejackelectric.com,https://doublejackelectric.com,(248) 543-1982,Troy,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: John J. Fulgenzi, President and majority stockholder since 2016, published on https://www.doublejackelectric.com/who-we-are.html. Same page: Joseph J. Fulgenzi, Vice President; Bruce Fulgenzi, prior President; John W. Fulgenzi, founder (1953). NO email addresses published anywhere on the site (home, /who-we-are.html, /contact-us.html all checked — contact form only), so both email fields left blank. No safety director published. 611 E. Elmwood Ave, Troy MI 48083."
"Campbell, Inc.",campbellinc.com,https://www.campbellinc.com,(419) 476-4444,Northwood,OH,United States,B — Commercial/industrial trade,Piping & Plumbing,,59,Yes,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Mechanical, Plumbing, Refrigeration, Control. On MCA NWO pipe-welding list. Findlay Chamber lists a Campbell, Inc. too. | ENRICH 2026-07-28: /staff-profiles lists 24 names with titles, NO email addresses and NO safety/EHS role. This record's Northwood OH address is Campbell's Toledo office (2875 Crane Way, Northwood OH 43619), so the Toledo GM was selected: printed as 'Todd (Lumpy) Kocsis — General Manager Toledo'. Other leadership: Kris Campbell, Principal; Pete Vavrinek, VP & CFO; Jonathan Radtke, Service Manager; Bryan Mallette, Sales Manager. Confirms the Findlay overlap — same company, four offices (Findlay, Toledo/Northwood, Ann Arbor MI, Cleveland)."
OHIO CONCRETE SAWING AND DRILLING,ohioconcrete.com,https://www.ohioconcrete.com,(419) 841-1330,Sylvania,OH,United States,A — Industrial/turnaround,Concrete & Restoration,concrete sawing & drilling,91,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"Signatory | ENRICH 2026-07-28: /contact publishes a staff list by office. Toledo office (nearest to the Sylvania address on file): Chris Gwozdz, 'Manager' and Corey Schroyer, 'Sales Rep'. NO email addresses published anywhere on the site — phone/fax only (419-841-1330, fax 419-843-6203, toll-free 1-800-333-5730). No safety/EHS role published. Note: multi-office Ohio firm (Toledo, Cleveland/Akron, Dayton/Cincinnati, Columbus)."
Exact Crane & Equipment Corp,exactcrane.com,https://www.exactcrane.com,(440) 349-1999,,MI,United States,A — Industrial/turnaround,Crane & Rigging,,58,No,,,info@exactcrane.com,CAM Buyers Guide – Crane Rental category,https://www.cambuyersguide.com/listings/category/21600-crane-rental,"Name only. | ENRICH 2026-07-28: company is actually headquartered in Solon, OH (28985 Ambina Dr) — state on this record may need correcting from MI to OH. Also sales@exactcrane.com / parts@exactcrane.com."
Ticon,,,(989) 631-6140,Midland,MI,United States,A — Industrial/turnaround,Insulation,,73,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"Services listed simply as ""insulation"". Contact shown on 2019 source: Bob Williams — verify. | ENRICH 2026-07-28: no company website found for Ticon Inc, 712 Townsend St, Midland MI. Directory listings only — nothing recorded."
Seaway Mechanical Contractors,seawaymechanical.com,https://www.seawaymechanical.com,(734) 282-8300,Trenton,MI,United States,B — Commercial/industrial trade,Mechanical,,65,No,,,info@seawaymechanical.com,Michigan MCA member list,https://www.michiganmca.org/members,"Downriver location — close to the Marathon Detroit refinery corridor. | ENRICH 2026-07-28: Official site seawaymechanical.com found via search. /contact_us.html publishes only the general inbox info@seawaymechanical.com and 734-282-5010 — no names or titles. Named contact Eugene Machcinski comes from the Michigan MCA member directory (Contact Source URL), which lists him against the same general inbox — so NO personal email exists; Contact Email left blank. NO job title published."
"Van Herweg Electric, Inc.",vanherwegelectric.com,https://www.vanherwegelectric.com,(989) 791-1131,Saginaw,MI,United States,B — Commercial/industrial trade,Electrical,,69,Yes,,,invoice@vanherwegelectric.com,MI NECA member list (Saginaw Division),https://michiganneca.org/neca-members/,"Union NECA/IBEW signatory. | ENRICH 2026-07-28: WEBSITE FOUND (field was blank): vanherwegelectric.com. Own site publishes NO personal names anywhere — only two mailboxes on https://www.vanherwegelectric.com/contact-us: chad@vanherwegelectric.com (labelled for service inquiries) and invoice@vanherwegelectric.com (billing). Chad Van Herweg is the contact named on the MI NECA association directory, with no title published, so Contact Title left blank. The chad@ mailbox is very likely his but is NOT printed beside his name on any page, so it is recorded here in Notes rather than as his Contact Email. 2885 Enterprise Ct, Saginaw MI 48603; phone matches. License #349343."
Lake Painting,lakepaintinginc.com,https://www.lakepaintinginc.com,(989) 631-6002,Midland,MI,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,industrial painting / blasting,83,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Industrial painting, sandblasting, power washing"". | ENRICH 2026-07-28: Official site lakepaintinginc.com. /personnel-contacts/ publishes named staff with direct emails: Tom Behmlander President, Joe Hanson VP (joehanson@), Roger White Estimator & PM (rwhite@), Brian Oliver Estimator (boliver@). No safety director named. Site also has an /about-us/safety-first/ page but no personnel on it."
Liberty Electric & Controls,,,(989) 426-8026,Gladwin,MI,United States,B — Commercial/industrial trade,Electrical,,55,Yes,,,,MI NECA member list (Bay City Division),https://michiganneca.org/neca-members/,"ENRICH 2026-07-28: No company website exists — extensive search returned only directory aggregators. Contact name 'Tim Hagoort' published on the MI NECA contractor directory page (union association source), which lists NO title and NO email. Address there: 916 Stickel Rd., Gladwin MI 48624; phone 989-426-8026 confirms stored value. Contact Title and emails left blank — nothing printed."
TJD Industrial Services,tjdindustrialservices.com,https://www.tjdindustrialservices.com,(419) 425-5025,Findlay,OH,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,,71,No,,,,TJD Industrial Services website,https://www.tjdindustrialservices.com/,"Site says locally owned, 25+ years, OSHA certified, 24-hr emergency service; racking, dry ice blasting, industrial cleaning, construction. | ENRICH 2026-07-28: Checked tjdindustrialservices.com home, /about and /contact. Contact details are injected via Yext Knowledge Tags and do not render — no names, titles or email addresses readable. Only person on the whole site is a customer testimonial (Tracie Carpenter of Blanchard Valley Health System), not a TJD employee. Phone (419) 425-5025 confirmed from the contact page. Nothing recordable."
"State Electric Company, Inc.",stateelectriccompany.net,https://www.stateelectriccompany.net,(866) 976-8890,Holly,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 26 – Electrical. | ENRICH 2026-07-28: Checked own site home, /about/ and /contact — NO email addresses and NO named staff with titles published anywhere. Only first names inside customer testimonials ('Duane' referenced as leading the company, plus Kurt, Eddie, Derek, Aedan, Todd, Kirk Lobbestael, Anna Drake) — no printed titles, so deliberately left blank rather than guessed. No safety page. 15045 Dixie Hwy Suite A, Holly MI 48442; phone matches. Status left Not contacted."
J L Mechanical Services Inc.,jlmech.com,https://jlmech.com,(419) 872-6000,Perrysburg,OH,United States,B — Commercial/industrial trade,HVAC & Controls,,59,No,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Mechanical, HVAC, Refrigeration, Control, Energy Auditing. | ENRICH 2026-07-28: DATA CORRECTION — stored website www.jlech.com does not resolve (DNS 'name or service not known'). Correct domain per the MCA NWO membership directory (mcanwo.org/membership-directory, 'JL Mechanical Inc.', 419-872-6000) is jlmech.com; Website updated. jlmech.com itself could not be fetched (robots.txt redirect loop), so no contact data was captured."
"IPS – INDUSTRIAL POWER SYSTEMS, INC.",ipscontractor.com,https://www.ipscontractor.com,(419) 531-3121,Rossford,OH,United States,A — Industrial/turnaround,Mechanical,mechanical / industrial,101,Yes,,,info@IPScontractor.com,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Mechanical/General Contractor', Signatory. UA Local 50 lists Mechanical, Industrial, Plumbing, HVAC, Specialty. Also listed at Lima Chamber as 'IPS Contracting', Rossford | ENRICH 2026-07-28: BEST TARGET OF THIS BATCH — /about publishes a full org chart. Bill Norris, Safety Manager. Backups: Jonathan Gray, Mechanical Operations Manager; Kirk Guy, EPC General Manager; Bo Richardson, Quality Control Manager; Jeremiah Johnson, President; Kevin Gray, CEO; Andrea Thomasson, HR Manager. NO individual emails printed — only general info@IPScontractor.com. 146 Dixie Hwy, Rossford OH. Company tagline is literally 'Integrity, Performance, and Safety'."
Mondo Mechanical Inc,,,(419) 531-7303,Toledo,OH,United States,B — Commercial/industrial trade,Mechanical,,55,Yes,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Mechanical, Plumbing, HVAC. Also on MCA NWO membership directory. | ENRICH 2026-07-28: No company website exists (searched; only BBB/BuildZoom/aggregator listings). Checked the MCA NW Ohio membership directory (https://mcanwo.org/membership-directory/) — the Mondo Mechanical entry prints phone 419-531-7303 only, no contact name, title, email or website. NO CONTACT FOUND. (The name 'Eugene Boismier' appears on the MCANWO page but as the site's post author, not as a Mondo contact — deliberately not used.)"
